path,model_name,label
./fake/en/tts_models_multilingual_multi-dataset_bark/the_sea_fairies_20_f000013.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/hi/tts_models_multilingual_multi-dataset_bark/jane_eyre_04_f000119.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/jane_eyre_21_f000008.wav,suno/bark-small,0
./fake/en/suno_bark-small/wives_and_daughters_29_f000138.wav,suno/bark-small,0
./fake/en/suno_bark-small/hunters_space_02_f000061.wav,suno/bark-small,0
./fake/ja/tts_models_multilingual_multi-dataset_bark/wives_and_daughters_42_f000114.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/the_master_key_14_f000057.wav,suno/bark-small,0
./fake/bn/tts_models_multilingual_multi-dataset_bark/wives_and_daughters_58_f000085.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/bn/tts_models_multilingual_multi-dataset_bark/northandsouth_36_f000077.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/es/tts_models_multilingual_multi-dataset_bark/arapiles_28_perezgaldos_f000106.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/ar/tts_models_multilingual_multi-dataset_bark/piratesofersatz_05_leinster_64kb_f000226.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/dorothy_and_wizard_oz_15_f000007.wav,suno/bark-small,0
./fake/en/suno_bark-small/the_master_key_08_f000050.wav,suno/bark-small,0
./fake/en/suno_bark-small/jane_eyre_26_f000072.wav,suno/bark-small,0
./fake/fa/tts_models_multilingual_multi-dataset_bark/jane_eyre_33_f000260.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/jane_eyre_20_f000328.wav,suno/bark-small,0
./fake/en/suno_bark-small/skyisland_11_baum_64kb_f000002.wav,suno/bark-small,0
./fake/fi/tts_models_multilingual_multi-dataset_bark/ozma_of_oz_06_f000125.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/fi/tts_models_multilingual_multi-dataset_bark/wives_and_daughters_39_f000123.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/da/tts_models_multilingual_multi-dataset_bark/the_sea_fairies_02_f000028.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/mt/tts_models_multilingual_multi-dataset_bark/wives_and_daughters_01_f000088.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/northandsouth_15_f000282.wav,suno/bark-small,0
./fake/ga/tts_models_multilingual_multi-dataset_bark/wives_and_daughters_21_f000092.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/bg/tts_models_multilingual_multi-dataset_bark/ozma_of_oz_19_f000037.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/tk/tts_models_multilingual_multi-dataset_bark/emerald_city_of_oz_17_f000056.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/dorothy_and_wizard_oz_17_f000074.wav,suno/bark-small,0
./fake/en/suno_bark-small/poisoned_pen_11_f000196.wav,suno/bark-small,0
./fake/en/suno_bark-small/northandsouth_43_f000146.wav,suno/bark-small,0
./fake/en/suno_bark-small/jane_eyre_11_f000221.wav,suno/bark-small,0
./fake/nl/tts_models_multilingual_multi-dataset_bark/wives_and_daughters_52_f000095.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/ja/tts_models_multilingual_multi-dataset_bark/wives_and_daughters_32_f000121.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/wives_and_daughters_54_f000004.wav,suno/bark-small,0
./fake/en/suno_bark-small/wives_and_daughters_38_f000020.wav,suno/bark-small,0
./fake/en/suno_bark-small/wives_and_daughters_30_f000078.wav,suno/bark-small,0
./fake/en/suno_bark-small/northandsouth_19_f000175.wav,suno/bark-small,0
./fake/en/suno_bark-small/jane_eyre_24_f000117.wav,suno/bark-small,0
./fake/sv/tts_models_multilingual_multi-dataset_bark/jane_eyre_15_f000240.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/hi/tts_models_multilingual_multi-dataset_bark/wives_and_daughters_25_f000050.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/bn/tts_models_multilingual_multi-dataset_bark/poisoned_pen_08_f000030.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/da/tts_models_multilingual_multi-dataset_bark/wives_and_daughters_52_f000205.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/es/tts_models_multilingual_multi-dataset_bark/eneida_13_virgilio_f000126.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/fa/tts_models_multilingual_multi-dataset_bark/silent_bullet_12_f000215.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/emerald_city_of_oz_07_f000018.wav,suno/bark-small,0
./fake/mt/tts_models_multilingual_multi-dataset_bark/emerald_city_of_oz_28_f000034.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/ko/tts_models_multilingual_multi-dataset_bark/wives_and_daughters_27_f000109.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/bn/tts_models_multilingual_multi-dataset_bark/emerald_city_of_oz_25_f000051.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/wives_and_daughters_03_f000092.wav,suno/bark-small,0
./fake/tk/tts_models_multilingual_multi-dataset_bark/rinkitink_baum_08_64kb_f000034.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/poisoned_pen_11_f000196.wav,suno/bark-small,0
./fake/en/suno_bark-small/jane_eyre_25_f000001.wav,suno/bark-small,0
./fake/bn/tts_models_multilingual_multi-dataset_bark/midnight_passenger_11_f000161.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/mt/tts_models_multilingual_multi-dataset_bark/silent_bullet_04_f000205.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/northandsouth_32_f000008.wav,suno/bark-small,0
./fake/en/suno_bark-small/pink_fairy_book_14_f000019.wav,suno/bark-small,0
./fake/en/suno_bark-small/skyisland_14_baum_64kb_f000005.wav,suno/bark-small,0
./fake/sv/tts_models_multilingual_multi-dataset_bark/piratesofersatz_09_leinster_64kb_f000213.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/the_master_key_13_f000038.wav,suno/bark-small,0
./fake/en/suno_bark-small/northandsouth_33_f000076.wav,suno/bark-small,0
./fake/en/suno_bark-small/wives_and_daughters_38_f000013.wav,suno/bark-small,0
./fake/en/suno_bark-small/jane_eyre_13_f000182.wav,suno/bark-small,0
./fake/en/suno_bark-small/wives_and_daughters_18_f000092.wav,suno/bark-small,0
./fake/uk/tts_models_multilingual_multi-dataset_bark/fata_morgana_s000715.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/northandsouth_06_f000085.wav,suno/bark-small,0
./fake/bg/tts_models_multilingual_multi-dataset_bark/poisoned_pen_03_f000292.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/emerald_city_of_oz_19_f000007.wav,suno/bark-small,0
./fake/en/suno_bark-small/skyisland_21_baum_64kb_f000040.wav,suno/bark-small,0
./fake/fr/tts_models_multilingual_multi-dataset_bark/monsieur_lecoq_2_22_f000143.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/th/tts_models_multilingual_multi-dataset_bark/poisoned_pen_07_f000356.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/uk/tts_models_multilingual_multi-dataset_bark/zvirobij_s007385.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/ro/tts_models_multilingual_multi-dataset_bark/dorothy_and_wizard_oz_17_f000065.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/de/tts_models_multilingual_multi-dataset_bark/Kanzlerin_40_15_f000029.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/de/tts_models_multilingual_multi-dataset_bark/frankenstein_08_f000092.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/et/tts_models_multilingual_multi-dataset_bark/the_master_key_10_f000069.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/wives_and_daughters_57_f000086.wav,suno/bark-small,0
./fake/en/suno_bark-small/wives_and_daughters_52_f000146.wav,suno/bark-small,0
./fake/en/suno_bark-small/rinkitink_baum_17_64kb_f000044.wav,suno/bark-small,0
./fake/de/tts_models_multilingual_multi-dataset_bark/odysseus_12_f000005.wav,tts_models/multilingual/multi-dataset/bark,1
./fake/en/suno_bark-small/silent_bullet_05_f000080.wav,suno/bark-small,0
./fake/en/suno_bark-small/poisoned_pen_03_f000199.wav,suno/bark-small,0
./fake/en/suno_bark-small/northandsouth_47_f000063.wav,suno/bark-small,0
